Unnamed: 0,Región,Comuna,Tipo Remoción en masa,Factor desencadenante,Fecha Evento,Longitud,Latitud,Sistema Georeferencia,Cota (m.s.n.m),Valor
1410,Los Lagos,Parque Industrial Oriente,Caída,Precipitaciones,25/12/2016,-73.58547499999999,-43.11013442,WGS 84- UTM 18 S,-,0
1411,Los Lagos,San juan de Chadmo,Deslizamiento,Precipitaciones,15/06/2017,-73.5853406,-42.96053553,WGS 84- UTM 18 S,-,0
1412,Los Lagos,Parque Industrial Oriente,Caída,Precipitaciones,25/12/2016,-73.5852903,-43.11015016,WGS 84- UTM 18 S,-,0
1413,Los Lagos,Parque Industrial Oriente,Caída,Precipitaciones,25/12/2016,-73.58463839999999,-43.11016917,WGS 84- UTM 18 S,-,0
1414,Los Lagos,Parque Industrial Oriente,Deslizamiento,Precipitaciones,25/12/2016,-73.5842971,-43.11003891,WGS 84- UTM 18 S,-,0
1415,Los Lagos,Parque Industrial Oriente,Caída,Precipitaciones,25/12/2016,-73.584282,-43.11016479,WGS 84- UTM 18 S,-,0
1416,Los Lagos,Parque Industrial Oriente,Caída,Precipitaciones,25/12/2016,-73.5840235,-43.11017962,WGS 84- UTM 18 S,-,0
1417,Los Lagos,Parque Industrial Oriente,Deslizamiento,Precipitaciones,25/12/2016,-73.5840004,-43.1101163,WGS 84- UTM 18 S,-,0
1418,Los Lagos,Parque Industrial Oriente,Caída,Precipitaciones,25/12/2016,-73.5837892,-43.11021276,WGS 84- UTM 18 S,-,0
1419,Los Lagos,Parque Industrial Oriente,Caída,Precipitaciones,25/12/2016,-73.5834215,-43.11016322,WGS 84- UTM 18 S,-,0
1420,Los Lagos,Parque Industrial Oriente,Deslizamiento,Precipitaciones,25/12/2016,-73.5832128,-43.11015165,WGS 84- UTM 18 S,-,0
1421,Los Lagos,Parque Industrial Oriente,Deslizamiento,Precipitaciones,25/12/2016,-73.5830652,-43.11015884,WGS 84- UTM 18 S,-,0
1422,Los Lagos,Parque Industrial Oriente,Caída,Precipitaciones,25/12/2016,-73.5830637,-43.11022185,WGS 84- UTM 18 S,-,0
1423,Los Lagos,Parque Industrial Oriente,Deslizamiento,Precipitaciones,25/12/2016,-73.5829548,-43.11014847,WGS 84- UTM 18 S,-,0
1424,Los Lagos,Parque Industrial Oriente,Caída,Precipitaciones,25/12/2016,-73.5829285,-43.11022019,WGS 84- UTM 18 S,-,0
1425,Los Lagos,Costanera Oriente,Caída,Precipitaciones,25/12/2016,-73.5829285,-43.11022019,WGS 84- UTM 18 S,-,0
1426,Los Lagos,Parque Industrial Oriente,Caída,Precipitaciones,25/12/2016,-73.5827319,-43.11021777,WGS 84- UTM 18 S,-,0
1427,Los Lagos,Parque Industrial Oriente,Deslizamiento,Precipitaciones,25/12/2016,-73.582684,-43.110163150000005,WGS 84- UTM 18 S,-,0
1428,Los Lagos,Parque Industrial Oriente,Deslizamiento,Precipitaciones,25/12/2016,-73.58230239999999,-43.110185470000005,WGS 84- UTM 18 S,-,0
1429,Los Lagos,ruta Puqueldón-Detif,Deslizamiento,Precipitaciones,25/12/2016,-73.5729039,-42.65804291,WGS 84- UTM 18 S,-,0
1430,Los Lagos,Queilen,Deslizamiento,Precipitaciones,25/12/2016,-73.57215939999999,-42.85469913,WGS 84- UTM 18 S,-,0
1431,Los Lagos,Detif,Deslizamiento,Precipitaciones,02/09/2017,-73.57067389999999,-42.6648774,WGS 84- UTM 18 S,-,0
1432,Los Lagos,Queilen,Deslizamiento,Precipitaciones,25/12/2016,-73.5686006,-42.85881535,WGS 84- UTM 18 S,-,0
1433,Los Lagos,Muelle Contex,Caída,Precipitaciones,25/12/2016,-73.56669409999999,-43.10846155,WGS 84- UTM 18 S,-,0
1434,Los Lagos,ruta Puqueldón-Detif,Deslizamiento,Precipitaciones,25/12/2016,-73.56621949999999,-42.66701042,WGS 84- UTM 18 S,-,0
1435,Los Lagos,Queilen,Deslizamiento,Precipitaciones,25/12/2016,-73.5617934,-42.86520527,WGS 84- UTM 18 S,-,0
1436,Los Lagos,Puerto Elvira,Deslizamiento,Precipitaciones,02/06/2014,-73.5567734,-41.79582219,WGS 84- UTM 18 S,-,0
1437,Los Lagos,W-911,Deslizamiento,Precipitaciones,25/12/2016,-73.5485812,-43.00183417,WGS 84- UTM 18 S,-,0
1438,Los Lagos,W-911,Caída,Precipitaciones,25/12/2016,-73.5466221,-43.00846407,WGS 84- UTM 18 S,-,0
1439,Los Lagos,puente Quillaico,Deslizamiento,Precipitaciones,20/07/2012,-73.5399066,-42.27877998,WGS 84- UTM 18 S,-,0
1440,Los Lagos,W-911,Caída,Precipitaciones,25/12/2016,-73.5381934,-42.99066287,WGS 84- UTM 18 S,-,0
1441,Los Lagos,Auchac,Deslizamiento,Precipitaciones,19/05/2012,-73.5301198,-43.01607994,WGS 84- UTM 18 S,-,0
1442,Los Lagos,Queilen,Deslizamiento,Precipitaciones,25/12/2016,-73.52255389999999,-42.87547901,WGS 84- UTM 18 S,-,0
1443,Los Lagos,ruta Puqueldón-Detif,Deslizamiento,Precipitaciones,25/12/2016,-73.521096,-42.66765628,WGS 84- UTM 18 S,-,0
1444,Los Lagos,Isla Tranqui,Deslizamiento,Precipitaciones,25/12/2017,-73.5153579,-42.93488258,WGS 84- UTM 18 S,-,0
1445,Los Lagos,Apahuén,Deslizamiento,Precipitaciones,11/06/2018,-73.51076909999999,-42.6687571,WGS 84- UTM 18 S,-,0
1446,Los Lagos,Queilen,Deslizamiento,Precipitaciones,25/12/2016,-73.50230309999999,-42.85749565,WGS 84- UTM 18 S,-,0
1447,Los Lagos,Sector Yungay,Deslizamiento,Precipitaciones,25/07/2015,-73.4939411,-42.1328322,WGS 84- UTM 18 S,-,0
1448,Los Lagos,Chilcol,Caída,Precipitaciones,04/04/2016,-73.4687865,-43.111001550000005,WGS 84- UTM 18 S,-,0
1449,Los Lagos,Puente Sangra,Deslizamiento,Precipitaciones,01/07/2013,-73.4682062,-42.13465515,WGS 84- UTM 18 S,-,0
1450,Los Lagos,Quemchi,Deslizamiento,Precipitaciones,26/06/2017,-73.468188,-42.134424,WGS 84- UTM 18 S,-,0
1451,Los Lagos,Juan Pablo Tocol,Deslizamiento,Precipitaciones,26/06/2018,-73.468088,-42.1345365,WGS 84- UTM 18 S,-,0
1452,Los Lagos,Queilen,Deslizamiento,Precipitaciones,23/08/2017,-73.46776779999999,-42.878428580000005,WGS 84- UTM 18 S,-,0
1453,Los Lagos,Aucar,Deslizamiento,Precipitaciones,27/07/2014,-73.4668916,-42.163736400000005,WGS 84- UTM 18 S,-,0
1454,Los Lagos,Quemchi,Deslizamiento,Precipitaciones,09/06/2020,-73.46317599999999,-42.126143,WGS 84- UTM 18 S,-,0
1455,Los Lagos,camino a la Puntilla,Deslizamiento,Precipitaciones,08/08/2017,-73.46151259999999,-42.88228942,WGS 84- UTM 18 S,-,0
1456,Los Lagos,Quemchi,Deslizamiento,Precipitaciones,25/07/2015,-73.461388,-42.13234,WGS 84- UTM 18 S,-,0
1457,Los Lagos,Isla Acui,Deslizamiento,Precipitaciones,25/12/2016,-73.4251314,-42.91599874,WGS 84- UTM 18 S,-,0
1458,Los Lagos,Guardiamo,Deslizamiento,Precipitaciones,06/05/2017,-73.4225187,-42.1759812,WGS 84- UTM 18 S,-,0
1459,Los Lagos,Ruta Tenaun-Dalcahue,Deslizamiento,Precipitaciones,05/05/2017,-73.3680093,-42.30763731,WGS 84- UTM 18 S,-,0
1460,Los Lagos,Quilacahuin,Deslizamiento,Precipitaciones,24/08/2017,-73.2270466,-40.34448129,WGS 84- UTM 18 S,-,0
1461,Los Lagos,Ruta U-10,Deslizamiento,Precipitaciones,23/08/2017,-73.2144242,-40.344450300000005,WGS 84- UTM 18 S,-,0
1462,Los Lagos,rutaU-40 en calle Bellavista,Deslizamiento,Precipitaciones,07/09/2013,-73.1557876,-40.55972624,WGS 84- UTM 18 S,-,0
1463,Los Lagos,Escuela El Rosario,Deslizamiento,Precipitaciones,02/06/2014,-73.1300126,-41.74304996,WGS 84- UTM 18 S,-,0
1464,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-73.12983399999999,-41.743175,WGS 84- UTM 18 S,-,0
1465,Los Lagos,Sector San Rafael,Deslizamiento,Precipitaciones,18/05/2008,-73.1265444,-41.75566589,WGS 84- UTM 18 S,-,0
1466,Los Lagos,21 de mayo (Sur),Deslizamiento,Precipitaciones,02/06/2014,-73.1261071,-41.755811900000005,WGS 84- UTM 18 S,-,0
1467,Los Lagos,Calbuco,Deslizamiento,Precipitaciones,02/06/2014,-73.12610699999999,-41.755812,WGS 84- UTM 18 S,-,0
1468,Los Lagos,Calbuco,Deslizamiento,Precipitaciones,18/05/2008,-73.126088,-41.755682,WGS 84- UTM 18 S,-,0
1469,Los Lagos,Sector Punta blanca,Deslizamiento,Precipitaciones,18/05/2008,-73.12599449999999,-41.75928658,WGS 84- UTM 18 S,-,0
1470,Los Lagos,Calbuco,Deslizamiento,Precipitaciones,02/06/2014,-73.125936,-41.755494,WGS 84- UTM 18 S,-,0
1471,Los Lagos,21 de mayo (Norte),Deslizamiento,Precipitaciones,02/06/2014,-73.1259359,-41.755493900000005,WGS 84- UTM 18 S,-,0
1472,Los Lagos,Calbuco,Deslizamiento,Precipitaciones,18/05/2008,-73.125737,-41.75878,WGS 84- UTM 18 S,-,0
1473,Los Lagos,Arturo Prat,Deslizamiento,Precipitaciones,02/06/2014,-73.1229733,-41.75767939,WGS 84- UTM 18 S,-,0
1474,Los Lagos,Calbuco,Deslizamiento,Precipitaciones,18/05/2008,-73.12225,-41.75732,WGS 84- UTM 18 S,-,0
1475,Los Lagos,Sector Piedraplen,Deslizamiento,Precipitaciones,18/05/2008,-73.1217379,-41.75755122,WGS 84- UTM 18 S,-,0
1476,Los Lagos,Punta Llahuecha,Flujo,Precipitaciones,02/06/2014,-73.11939629999999,-41.75326204,WGS 84- UTM 18 S,-,0
1477,Los Lagos,Calbuco,Flujo,Precipitaciones,02/06/2014,-73.119334,-41.753259,WGS 84- UTM 18 S,-,0
1478,Los Lagos,Calbuco,Deslizamiento,Precipitaciones,20/05/2008,-73.11770399999999,-41.753513000000005,WGS 84- UTM 18 S,-,0
1479,Los Lagos,Punta Ahuecha,Deslizamiento,Precipitaciones,18/05/2008,-73.1175214,-41.75361877,WGS 84- UTM 18 S,-,0
1480,Los Lagos,Los Notros.,Deslizamiento,Precipitaciones,15/06/2017,-73.0968652,-40.5580367,WGS 84- UTM 18 S,-,0
1481,Los Lagos,Osorno,Deslizamiento,Precipitaciones,15/06/2017,-73.096728,-40.557863000000005,WGS 84- UTM 18 S,-,0
1482,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-73.03822299999999,-41.516882,WGS 84- UTM 18 S,-,0
1483,Los Lagos,Sector Cuesta Zúñiga-Panitao,Deslizamiento,Precipitaciones,02/06/2014,-73.0375499,-41.51702558,WGS 84- UTM 18 S,-,0
1484,Los Lagos,Km 14 Sector Chinquihue,Deslizamiento,Precipitaciones,04/06/2014,-73.0344119,-41.51257693,WGS 84- UTM 18 S,-,0
1485,Los Lagos,Puerto Montt,Deslizamiento. Flujo,Precipitaciones,29/11/2019,-73.032348,-41.528943000000005,WGS 84- UTM 18 S,-,0
1486,Los Lagos,Calle Vicente Perez Rosales nº 673 (Hotel Frutillar. Sector de Frutillar Bajo),Deslizamiento,Precipitaciones,02/06/2014,-73.01897029999999,-41.12793821,WGS 84- UTM 18 S,-,0
1487,Los Lagos,Puerto Montt,Flujo,Precipitaciones,02/06/2014,-72.988681,-41.494476,WGS 84- UTM 18 S,-,0
1488,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,04/06/2014,-72.98861,-41.494476,WGS 84- UTM 18 S,-,0
1489,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-72.987916,-41.497228,WGS 84- UTM 18 S,-,0
1490,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,15/06/2017,-72.987641,-41.497253,WGS 84- UTM 18 S,-,0
1491,Los Lagos,Camino Chinquihue. sector Kochifaz,Deslizamiento,Precipitaciones,15/06/2017,-72.98757789999999,-41.49735089,WGS 84- UTM 18 S,-,0
1492,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-72.98750899999999,-41.497118,WGS 84- UTM 18 S,-,0
1493,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,15/06/2017,-72.98673099999999,-41.496841,WGS 84- UTM 18 S,-,0
1494,Los Lagos,Camino Chinquihue. sector Kochifaz,Deslizamiento,Precipitaciones,15/06/2017,-72.9867309,-41.496840760000005,WGS 84- UTM 18 S,-,0
1495,Los Lagos,Puerto Montt,Deslizamiento. Flujo,Precipitaciones,15/06/2017,-72.986333,-41.494938000000005,WGS 84- UTM 18 S,-,0
1496,Los Lagos,Camino Chinquihue. sector Kochifaz,Deslizamiento,Precipitaciones,15/06/2017,-72.9862019,-41.49495814,WGS 84- UTM 18 S,-,0
1497,Los Lagos,Puerto Varas,Deslizamiento,Precipitaciones,15/06/2017,-72.983949,-41.30285,WGS 84- UTM 18 S,-,0
1498,Los Lagos,Los Alpes. Villa Los Presidentes,Deslizamiento,Precipitaciones,15/06/2017,-72.98318959999999,-41.32999867,WGS 84- UTM 18 S,-,0
1499,Los Lagos,Camino chinquihue,Deslizamiento,Precipitaciones,15/04/1990,-72.9760383,-41.479991430000005,WGS 84- UTM 18 S,-,0
1500,Los Lagos,Camino Chinquihue,Deslizamiento,Precipitaciones,20/08/1979,-72.97599659999999,-41.48326917,WGS 84- UTM 18 S,-,0
1501,Los Lagos,Camino chinquihue,Deslizamiento,Precipitaciones,05/08/1989,-72.9754681,-41.47983733,WGS 84- UTM 18 S,-,0
1502,Los Lagos,Sector La Quebrada,Deslizamiento,Precipitaciones,02/06/2014,-72.97309609999999,-41.31124073,WGS 84- UTM 18 S,-,0
1503,Los Lagos,Anahuac,Deslizamiento,Precipitaciones,03/06/1997,-72.9717824,-41.47508917,WGS 84- UTM 18 S,-,0
1504,Los Lagos,Colón con Bio Bio,Deslizamiento,Precipitaciones,15/06/2017,-72.9682807,-41.3158939,WGS 84- UTM 18 S,-,0
1505,Los Lagos,Paseo Imperial,Deslizamiento,Precipitaciones,04/07/2017,-72.9682797,-41.3105167,WGS 84- UTM 18 S,-,0
1506,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,23/06/2017,-72.96826399999999,-41.485016,WGS 84- UTM 18 S,-,0
1507,Los Lagos,Isla Tenglo,Deslizamiento,Precipitaciones,23/06/2017,-72.9682636,-41.48501586,WGS 84- UTM 18 S,-,0
1508,Los Lagos,Paseo Imperial,Deslizamiento,Precipitaciones,13/11/2017,-72.9682067,-41.310560460000005,WGS 84- UTM 18 S,-,0
1509,Los Lagos,Anahuac,Deslizamiento,Precipitaciones,13/04/1993,-72.9679383,-41.474292080000005,WGS 84- UTM 18 S,-,0
1510,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,24/08/2017,-72.967928,-41.482335,WGS 84- UTM 18 S,-,0
1511,Los Lagos,Anahuac,Deslizamiento,Precipitaciones,05/08/1989,-72.96706049999999,-41.47440273,WGS 84- UTM 18 S,-,0
1512,Los Lagos,Isla Tenglo,Deslizamiento,Precipitaciones,11/07/2004,-72.96663129999999,-41.48126735,WGS 84- UTM 18 S,-,0
1513,Los Lagos,Costanera Vicente Pérez Rosales,Deslizamiento,Precipitaciones,08/05/2013,-72.9665943,-41.31131572,WGS 84- UTM 18 S,-,0
1514,Los Lagos,Isla Tenglo,Deslizamiento,Precipitaciones,10/07/2004,-72.9664044,-41.48124534,WGS 84- UTM 18 S,-,0
1515,Los Lagos,Puerto Varas,Deslizamiento,Precipitaciones,11/06/2020,-72.96631199999999,-41.311554,WGS 84- UTM 18 S,-,0
1516,Los Lagos,Anahuac,Deslizamiento,Precipitaciones,15/03/1992,-72.96577939999999,-41.474001900000005,WGS 84- UTM 18 S,-,0
1517,Los Lagos,Anahuac,Deslizamiento,Precipitaciones,05/11/2004,-72.965695,-41.47440572,WGS 84- UTM 18 S,-,0
1518,Los Lagos,Puerto Varas,Deslizamiento,Precipitaciones,09/06/2020,-72.964929,-41.324068,WGS 84- UTM 18 S,-,0
1519,Los Lagos,Anahuac,Deslizamiento,Precipitaciones,09/03/1993,-72.9644572,-41.4756899,WGS 84- UTM 18 S,-,0
1520,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,03/05/2020,-72.96293899999999,-31.476438,WGS 84- UTM 18 S,-,0
1521,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-72.960022,-41.471269,WGS 84- UTM 18 S,-,0
1522,Los Lagos,Anahuac,Deslizamiento,Precipitaciones,07/04/1993,-72.9580675,-41.4750998,WGS 84- UTM 18 S,-,0
1523,Los Lagos,Mirasol,Deslizamiento,Precipitaciones,16/10/2004,-72.9576257,-41.46164486,WGS 84- UTM 18 S,-,0
1524,Los Lagos,Mirasol,Deslizamiento,Precipitaciones,14/03/1992,-72.95746679999999,-41.47094606,WGS 84- UTM 18 S,-,0
1525,Los Lagos,Mirasol,Deslizamiento,Precipitaciones,27/05/1977,-72.95691459999999,-41.47136862,WGS 84- UTM 18 S,-,0
1526,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-72.9567682,-41.470725,WGS 84- UTM 18 S,-,0
1527,Los Lagos,Mirador,Deslizamiento,Precipitaciones,27/05/2001,-72.9530743,-41.469319160000005,WGS 84- UTM 18 S,-,0
1529,Los Lagos,Sierra Nevada con Los Andes (Ladera Angelmó),Deslizamiento,Precipitaciones,02/06/2014,-72.953019,-41.47108351,WGS 84- UTM 18 S,-,0
1530,Los Lagos,Las Antenas,Deslizamiento,Precipitaciones,15/06/2017,-72.9529651,-41.45827491,WGS 84- UTM 18 S,-,0
1531,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,15/06/2017,-72.95296499999999,-41.458275,WGS 84- UTM 18 S,-,0
1532,Los Lagos,Mirador,Deslizamiento,Precipitaciones,13/04/1993,-72.9529182,-41.47124385,WGS 84- UTM 18 S,-,0
1533,Los Lagos,Angelmó,Deslizamiento,Precipitaciones,08/04/1990,-72.9528651,-41.47179232,WGS 84- UTM 18 S,-,0
1534,Los Lagos,Angelmó,Deslizamiento,Precipitaciones,05/08/1989,-72.95271179999999,-41.4701864,WGS 84- UTM 18 S,-,0
1535,Los Lagos,Las Antenas,Deslizamiento,Precipitaciones,23/05/2002,-72.9524489,-41.459463670000005,WGS 84- UTM 18 S,-,0
1536,Los Lagos,Mirador,Deslizamiento,Precipitaciones,26/05/2002,-72.95220139999999,-41.46965496,WGS 84- UTM 18 S,-,0
1537,Los Lagos,Angelmó,Deslizamiento,Precipitaciones,23/05/2001,-72.9520991,-41.47062588,WGS 84- UTM 18 S,-,0
1538,Los Lagos,Angelmó,Deslizamiento,Precipitaciones,02/06/1993,-72.951436,-41.47076724,WGS 84- UTM 18 S,-,0
1539,Los Lagos,Angelmó,Deslizamiento,Precipitaciones,01/02/1997,-72.9511474,-41.47118544,WGS 84- UTM 18 S,-,0
1540,Los Lagos,Crucero,Deslizamiento,Precipitaciones,01/08/1995,-72.9509709,-41.4661205,WGS 84- UTM 18 S,-,0
1541,Los Lagos,Crucero,Deslizamiento,Precipitaciones,21/06/2004,-72.95056079999999,-41.46430286,WGS 84- UTM 18 S,-,0
1542,Los Lagos,Angelmo,Deslizamiento,Precipitaciones,22/01/1997,-72.9501719,-41.47250114,WGS 84- UTM 18 S,-,0
1543,Los Lagos,Angelmó,Deslizamiento,Precipitaciones,18/02/1992,-72.950127,-41.47202299,WGS 84- UTM 18 S,-,0
1544,Los Lagos,Angelmó,Deslizamiento,Precipitaciones,04/06/1997,-72.9500312,-41.471643,WGS 84- UTM 18 S,-,0
1545,Los Lagos,Crucero,Deslizamiento,Precipitaciones,20/12/1991,-72.9498737,-41.4640655,WGS 84- UTM 18 S,-,0
1546,Los Lagos,Crucero,Deslizamiento,Precipitaciones,24/08/1979,-72.9497707,-41.46391056,WGS 84- UTM 18 S,-,0
1547,Los Lagos,Crucero,Deslizamiento,Precipitaciones,23/08/1979,-72.949742,-41.46406317,WGS 84- UTM 18 S,-,0
1548,Los Lagos,Bellavista,Deslizamiento,Precipitaciones,10/08/1979,-72.94900609999999,-41.4596548,WGS 84- UTM 18 S,-,0
1549,Los Lagos,Angelmó,Deslizamiento,Precipitaciones,24/08/1979,-72.9489981,-41.47288561,WGS 84- UTM 18 S,-,0
1550,Los Lagos,Población Ebensperger,Deslizamiento,Precipitaciones,20/07/2000,-72.94623929999999,-41.46615358,WGS 84- UTM 18 S,-,0
1551,Los Lagos,Calle Ecuador. Barrio Puerto,Deslizamiento,Precipitaciones,22/04/2018,-72.9460385,-41.46682552,WGS 84- UTM 18 S,-,0
1552,Los Lagos,Petorca,Deslizamiento,Precipitaciones,03/06/1997,-72.9434922,-41.45792656,WGS 84- UTM 18 S,-,0
1553,Los Lagos,Petorca,Deslizamiento,Precipitaciones,29/07/1989,-72.9430544,-41.45890051,WGS 84- UTM 18 S,-,0
1554,Los Lagos,Puerto Montt,Deslizameinto,Precipitaciones,26/05/2020,-72.942967,-41.443398,WGS 84- UTM 18 S,-,0
1555,Los Lagos,Población Modelo,Deslizamiento,Precipitaciones,15/07/2001,-72.94281129999999,-41.45711284,WGS 84- UTM 18 S,-,0
1556,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,19/04/2010,-72.942776,-41.456338,WGS 84- UTM 18 S,-,0
1557,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,15/06/2017,-72.94275599999999,-41.455925,WGS 84- UTM 18 S,-,0
1558,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/07/2013,-72.942743,-41.458904,WGS 84- UTM 18 S,-,0
1559,Los Lagos,Población modelo,Deslizamiento,Precipitaciones,26/05/2002,-72.9425509,-41.45587427,WGS 84- UTM 18 S,-,0
1560,Los Lagos,Población Modelo. Ladera Mac Iver,Deslizamiento,Precipitaciones,15/06/2017,-72.942511,-41.45599966,WGS 84- UTM 18 S,-,0
1561,Los Lagos,Población modelo,Deslizamiento,Precipitaciones,03/06/1977,-72.9424057,-41.45630401,WGS 84- UTM 18 S,-,0
1562,Los Lagos,Población modelo,Deslizamiento,Precipitaciones,20/04/1989,-72.9423508,-41.45690649,WGS 84- UTM 18 S,-,0
1563,Los Lagos,Población Modelo,Deslizamiento,Precipitaciones,07/05/1995,-72.94225279999999,-41.4569768,WGS 84- UTM 18 S,-,0
1564,Los Lagos,Mac Iver con Pasaje Gabriela Mistral (Población Modelo),Deslizamiento,Precipitaciones,02/07/2013,-72.94224229999999,-41.45921029,WGS 84- UTM 18 S,-,0
1565,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/07/2013,-72.942242,-41.45921,WGS 84- UTM 18 S,-,0
1566,Los Lagos,Ladera Mac Iver (Población Modelo),Deslizamiento,Precipitaciones,02/06/2014,-72.94210729999999,-41.45779382,WGS 84- UTM 18 S,-,0
1567,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,09/06/2014,-72.942107,-41.4578,WGS 84- UTM 18 S,-,0
1568,Los Lagos,Pueblito de Melipulli,Deslizamiento,Precipitaciones,09/03/2001,-72.9420574,-41.46736714,WGS 84- UTM 18 S,-,0
1569,Los Lagos,Terminal de buses,Deslizamiento,Precipitaciones,23/08/1989,-72.941938,-41.46583386,WGS 84- UTM 18 S,-,0
1570,Los Lagos,Población modelo,Deslizamiento,Precipitaciones,22/01/1997,-72.94165199999999,-41.45475943,WGS 84- UTM 18 S,-,0
1571,Los Lagos,Mc Iver. Población Modelo,Deslizamiento,Precipitaciones,19/04/2010,-72.9415648,-41.457910250000005,WGS 84- UTM 18 S,-,0
1572,Los Lagos,Población modelo,Deslizamiento,Precipitaciones,21/12/1991,-72.9415492,-41.45498277,WGS 84- UTM 18 S,-,0
1573,Los Lagos,Población modelo,Deslizamiento,Precipitaciones,20/09/2001,-72.9414831,-41.45480146,WGS 84- UTM 18 S,-,0
1574,Los Lagos,Petorca,Deslizamiento,Precipitaciones,12/08/2002,-72.9408692,-41.459465040000005,WGS 84- UTM 18 S,-,0
1575,Los Lagos,Población modelo,Deslizamiento,Precipitaciones,18/05/1978,-72.9400852,-41.454704490000005,WGS 84- UTM 18 S,-,0
1576,Los Lagos,Puerto Montt,Deslizameinto,Precipitaciones,13/05/2020,-72.94004799999999,-41.443355,WGS 84- UTM 18 S,-,0
1577,Los Lagos,Población Modelo,Deslizamiento,Precipitaciones,01/10/2002,-72.93973799999999,-41.45964302,WGS 84- UTM 18 S,-,0
1578,Los Lagos,Población Modelo,Deslizamiento,Precipitaciones,25/07/1987,-72.9394068,-41.45951102,WGS 84- UTM 18 S,-,0
1579,Los Lagos,Población Modelo,Deslizamiento,Precipitaciones,30/01/2001,-72.9380291,-41.45990977,WGS 84- UTM 18 S,-,0
1580,Los Lagos,Población modelo,Deslizamiento,Precipitaciones,05/02/1993,-72.9355695,-41.45399342,WGS 84- UTM 18 S,-,0
1581,Los Lagos,Santa Teresa,Deslizamiento,Precipitaciones,27/11/2017,-72.931491,-41.45309186,WGS 84- UTM 18 S,-,0
1582,Los Lagos,Cuesta Santa Teresa,Deslizamiento,Precipitaciones,24/08/1984,-72.93119899999999,-41.45399631,WGS 84- UTM 18 S,-,0
1583,Los Lagos,Cuesta O'Higgins,Deslizamiento,Precipitaciones,03/04/2004,-72.93059749999999,-41.4593806,WGS 84- UTM 18 S,-,0
1584,Los Lagos,Centro,Deslizamiento,Precipitaciones,29/08/2002,-72.92648949999999,-41.46053187,WGS 84- UTM 18 S,-,0
1585,Los Lagos,Estero Lobo,Deslizamiento,Precipitaciones,29/08/2004,-72.9252327,-41.44881851,WGS 84- UTM 18 S,-,0
1586,Los Lagos,Población Roa Urzúa,Deslizamiento,Precipitaciones,03/06/1997,-72.9235023,-41.46108168,WGS 84- UTM 18 S,-,0
1587,Los Lagos,Ferrocarriles,Deslizamiento,Precipitaciones,03/06/1997,-72.92231729999999,-41.46369936,WGS 84- UTM 18 S,-,0
1588,Los Lagos,Ferrocarriles,Deslizamiento,Precipitaciones,28/07/1997,-72.9215194,-41.4639372,WGS 84- UTM 18 S,-,0
1589,Los Lagos,Población La Colina,Deslizamiento,Precipitaciones,22/04/1997,-72.9151083,-41.45618394,WGS 84- UTM 18 S,-,0
1590,Los Lagos,La Colina,Deslizamiento,Precipitaciones,08/06/2004,-72.91381659999999,-41.45538605,WGS 84- UTM 18 S,-,0
1591,Los Lagos,Población Lintz,Deslizamiento,Precipitaciones,01/07/2004,-72.91373809999999,-41.45597007,WGS 84- UTM 18 S,-,0
1592,Los Lagos,Población Lintz,Deslizamiento,Precipitaciones,01/07/2004,-72.9130959,-41.45583238,WGS 84- UTM 18 S,-,0
1593,Los Lagos,Costanera,Deslizamiento,Precipitaciones,02/06/1993,-72.9119789,-41.463810200000005,WGS 84- UTM 18 S,-,0
1594,Los Lagos,Miramar,Deslizamiento,Precipitaciones,01/06/2004,-72.9105948,-41.46290251,WGS 84- UTM 18 S,-,0
1595,Los Lagos,Miramar,Deslizamiento,Precipitaciones,02/07/1998,-72.90957039999999,-41.46273087,WGS 84- UTM 18 S,-,0
1596,Los Lagos,Miramar,Deslizamiento,Precipitaciones,18/01/2018,-72.90937799999999,-41.46275441,WGS 84- UTM 18 S,-,0
1597,Los Lagos,Población Lintz,Deslizamiento,Precipitaciones,18/02/1992,-72.9080541,-41.45622756,WGS 84- UTM 18 S,-,0
