Región,Comuna,Tipo Remoción en masa,Factor desencadenante,Fecha Evento,Longitud,Latitud,Sistema Georeferencia,Cota (m.s.n.m)
Los Lagos,Los Patos,Flujo,Precipitaciones,10/04/2018,-72.4651553,-41.1842166,WGS 84- UTM 18 S,-
Los Lagos,Petrohué,Flujo,Precipitaciones,08/01/2017,-72.4646516,-41.18244018,WGS 84- UTM 18 S,-
Los Lagos,Petrohué. Los Patos,Flujo,Precipitaciones,20/02/2017,-72.4646516,-41.18244018,WGS 84- UTM 18 S,-
Los Lagos,Petrohué - El Solitario,Flujo,Precipitaciones,08/01/2017,-72.461966,-41.18036348,WGS 84- UTM 18 S,-
Los Lagos,Petrohué. El solitario,Flujo,Precipitaciones,20/02/2017,-72.461966,-41.18036348,WGS 84- UTM 18 S,-
Los Lagos,Hornopiren,Deslizamiento,Precipitaciones,01/05/2019,-72.454859,-42.137246,WGS 84- UTM 18 S,-
Los Lagos,Puerto Varas,Flujo,Precipitaciones,02/07/2013,-72.450398,-41.116828,WGS 84- UTM 18 S,-
Los Lagos,Hornopiren,Flujo,Precipitaciones,01/05/2019,-72.448739,-42.11019,WGS 84- UTM 18 S,-
Los Lagos,Lago Yelcho,Caída,Precipitaciones,14/05/2018,-72.4466414,-43.21450401,WGS 84- UTM 18 S,-
Los Lagos,La Ventana,Flujo,Precipitaciones,27/04/2017,-72.4307014,-41.14912792,WGS 84- UTM 18 S,-
Los Lagos,Petrohué. La Ventana,Flujo,Precipitaciones,08/01/2017,-72.4305411,-41.14896222,WGS 84- UTM 18 S,-
Los Lagos,Villa Santa Lucía,Deslizamiento,Precipitaciones,16/12/2017,-72.4251173,-43.36295775,WGS 84- UTM 18 S,-
Los Lagos,Santa Lucía,Deslizamiento. Flujo,Precipitaciones,16/12/2017,-72.425117,-43.362958,WGS 84- UTM 18 S,-
Los Lagos,El Gringo. La Monja,Flujo,Precipitaciones,04/10/2017,-72.4213542,-41.1462259,WGS 84- UTM 18 S,-
Los Lagos,Petrohué. La Monja,Flujo,Precipitaciones,08/01/2017,-72.4212653,-41.14606178,WGS 84- UTM 18 S,-
Los Lagos,Chaiten,Deslizamiento,Precipitaciones,16/05/2020,-72.42028,-42.996431,WGS 84- UTM 18 S,-
Los Lagos,Petrohué,Flujo,Precipitaciones,13/08/2017,-72.4127197,-41.14309595,WGS 84- UTM 18 S,-
Los Lagos,Puerto Varas,Deslizamiento,Precipitaciones,02/06/2015,-72.403617,-41.153073,WGS 84- UTM 18 S,-
Los Lagos,Sierra Santo Domingo (Petrohué),Flujo,Precipitaciones,02/07/2013,-72.4016236,-41.14318829,WGS 84- UTM 18 S,-
Los Lagos,Hornopiren,deslizamiento,Precipitaciones,01/05/2019,-72.400767,-41.976804,WGS 84- UTM 18 S,-
Los Lagos,Petrohué. Camping Petrohué,Flujo,Precipitaciones,08/01/2017,-72.400637,-41.13679824,WGS 84- UTM 18 S,-
Los Lagos,Villa Santa Lucía,Flujo,Precipitaciones,16/12/2017,-72.3722211,-43.38331828,WGS 84- UTM 18 S,-
Los Lagos,Santa Lucía,Flujo,Precipitaciones,16/12/2017,-72.372221,-43.383318,WGS 84- UTM 18 S,-
Los Lagos,Santa Lucía,Flujo,Precipitaciones,16/12/2017,-72.367722,-43.410245,WGS 84- UTM 18 S,-
Los Lagos,Villa Santa Lucía,Flujo,Precipitaciones,16/12/2017,-72.3677219,-43.41024451,WGS 84- UTM 18 S,-
Los Lagos,4 km al NE de Villa Santa Lucía. Río Roberto,Deslizamiento,Precipitaciones,30/08/2011,-72.3327021,-43.39604372,WGS 84- UTM 18 S,-
Los Lagos,Sector La Lobada,Deslizamiento,Precipitaciones,22/08/2017,-72.3095373,-41.48804659,WGS 84- UTM 18 S,-
Los Lagos,Valle Frío,Deslizamiento,Precipitaciones,02/09/2011,-72.306429,-43.406292,WGS 84- UTM 18 S,-
Los Lagos,Valle Frío,Deslizamiento,Precipitaciones,30/08/2011,-72.306429,-43.406292,WGS 84- UTM 18 S,-
Los Lagos,Ralún,Deslizamiento,Precipitaciones,05/05/2020,-72.289743,-41.432212,WGS 84- UTM 18 S,-
Los Lagos,Río Gol Gol,Deslizamiento,Precipitaciones,28/02/2012,-72.25208,-40.66241301,WGS 84- UTM 18 S,-
Los Lagos,Cuesta Zapata,Deslizamiento,Precipitaciones,16/12/2012,-72.0618976,-43.35416094,WGS 84- UTM 18 S,-
Los Lagos,Paso Internacional Cardenal Samore,Flujo,Precipitaciones,01/05/2019,-72.030441,-40.683937,WGS 84- UTM 18 S,-
Los Lagos,Curva sector Familia Baeza (4 km de Futaleufú),Caída,Precipitaciones,15/09/2017,-71.9210099,-43.21202194,WGS 84- UTM 18 S,-
Los Lagos,Palena,Deslizamiento,Precipitaciones,11/06/2021,-71.794759,-43.616449,WGS 84- UTM 18 S,-
Los Lagos,Cuesta Moraga,Deslizamiento,Precipitaciones,08/05/2013,-1.366384906,-43.30792686,WGS 84- UTM 18 S,-
Los Lagos,Correntoso,Flujo,Precipitaciones,22/04/2015,-72.67284699,-41.45223122,WGS 84- UTM 18 S,-
Los Lagos,Costanera,Deslizamiento,Precipitaciones,26/10/2004,-72.90840181,-41.48339037,WGS 84- UTM 18 S,-
Los Lagos,Angelmó,Deslizamiento,Precipitaciones,21/06/2004,-72.95842269,-41.48099298,WGS 84- UTM 18 S,-
Los Lagos,Crucero,Deslizamiento,Precipitaciones,08/05/1974,-72.95971484,-41.47378348,WGS 84- UTM 18 S,-
Los Lagos,Puerto Varas,Deslizamiento,Precipitaciones,08/05/2013,-72.976843,-41.321199,WGS 84- UTM 18 S,-
Los Lagos,Camino chinquihue,Deslizamiento,Precipitaciones,21/05/1994,-72.9843803,-41.48976422,WGS 84- UTM 18 S,-
Los Lagos,Camino Chinquihue,Deslizamiento,Precipitaciones,20/08/1979,-72.98608487,-41.49351389,WGS 84- UTM 18 S,-
Los Lagos,Km 8 Sector Chinquihue,Deslizamiento,Precipitaciones,04/06/2014,-72.99884035,-41.50759804,WGS 84- UTM 18 S,-
Los Lagos,Km 8 Sector Chinquihue,Flujo,Precipitaciones,04/06/2014,-72.99884035,-41.50759804,WGS 84- UTM 18 S,-
Los Lagos,Frutillar,Flujo,Precipitaciones,02/06/2014,-73.029584,-41.135337,WGS 84- UTM 18 S,-
Los Lagos,W-911,Deslizamiento,Precipitaciones,25/12/2016,-73.55840069,-43.01273238,WGS 84- UTM 18 S,-
Los Lagos,W-911,Caída,Precipitaciones,25/12/2016,-73.55842675,-43.01319196,WGS 84- UTM 18 S,-
Los Lagos,W-911,Caída,Precipitaciones,25/12/2016,-73.55848398,-43.01231921,WGS 84- UTM 18 S,-
Los Lagos,ruta Puqueldón-Detif,Deslizamiento,Precipitaciones,25/12/2016,-73.58284807,-42.66620512,WGS 84- UTM 18 S,-
Los Lagos,Queilen,Deslizamiento,Precipitaciones,25/12/2016,-73.58443395,-42.8610532,WGS 84- UTM 18 S,-
Los Lagos,camino San Antonio sector Rio Dulce,Deslizamiento,Precipitaciones,02/06/2014,-73.58458704,-43.11733483,WGS 84- UTM 18 S,-
Los Lagos,ruta Puqueldón-Detif,Deslizamiento,Precipitaciones,25/12/2016,-73.58495056,-42.66443004,WGS 84- UTM 18 S,-
Los Lagos,Changuitad,Deslizamiento,Precipitaciones,03/08/2014,-73.61784633,-42.42270768,WGS 84- UTM 18 S,-
Los Lagos,Capitan Alcazar,Caída,Precipitaciones,25/12/2016,-73.62707846,-43.1174024,WGS 84- UTM 18 S,-
Los Lagos,Dalcahue,Deslizamiento,Precipitaciones,22/05/2017,-73.65495584,-42.38176751,WGS 84- UTM 18 S,-
Los Lagos,Putemutun,Deslizamiento,Precipitaciones,24/08/2017,-73.75641684,-42.42572686,WGS 84- UTM 18 S,-
Los Lagos,Castro,Deslizamiento,Precipitaciones,15/06/2019,-73.758458,-42.469481,WGS 84- UTM 18 S,-
Los Lagos,Sector El Pulpito,Deslizamiento,Precipitaciones,10/06/2017,-73.78998457,-42.74677453,WGS 84- UTM 18 S,-
Los Lagos,calle Caicumeo. sector Altos de Caracoles,Deslizamiento,Precipitaciones,16/05/2015,-73.80484542,-41.88090599,WGS 84- UTM 18 S,-
Los Lagos,sector Mechaico,Deslizamiento,Precipitaciones,12/05/2014,-73.83084816,-41.93736589,WGS 84- UTM 18 S,-
Los Lagos,Cuesta La Plata (Colonia Coipomó),Deslizamiento,Precipitaciones,04/05/2002,-73.92545684,-42.03634434,WGS 84- UTM 18 S,-
Los Lagos,Duhatao,Deslizamiento,Precipitaciones,01/09/2017,-74.04008496,-41.98656358,WGS 84- UTM 18 S,-
Los Lagos,Castro,Deslizamiento. Flujo,Precipitaciones,15/06/2017,-73.775917,-42.465589,WGS 84- UTM 18 S,
Araucanía,Curarrehue,Flujo,Precipitaciones,28/05/2005,-71.591728,-39.3599,WGS 84- UTM 19 S,424
Araucanía,Saavedra,Caída,Precipitaciones,02/11/2012,-73.401,-38.8161,WGS 84- UTM 18 S,80
Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,01/06/2015,-72.632492,-38.770995,WGS 84- UTM 18 S,102
Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,07/06/2015,-72.632492,-38.770995,WGS 84- UTM 18 S,102
Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,01/06/2015,-72.563786,-38.772429,WGS 84- UTM 18 S,135
Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,07/06/2015,-72.563786,-38.772429,WGS 84- UTM 18 S,135
Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,07/06/2015,-72.554393,-38.766569,WGS 84- UTM 18 S,141
Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,01/06/2015,-72.554393,-38.766569,WGS 84- UTM 18 S,139
Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,01/06/2015,-72.551007,-38.764054,WGS 84- UTM 18 S,135
Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,07/06/2015,-72.551007,-38.764054,WGS 84- UTM 18 S,135
Araucanía,Collipulli,Deslizamiento,Precipitaciones,01/07/1970,-72.4374,-37.9639,WGS 84- UTM 18 S,170
Araucanía,Collipulli,Deslizamiento,Precipitaciones,31/05/1971,-72.4374,-37.9639,WGS 84- UTM 18 S,170
Araucanía,Saavedra,Caída,Precipitaciones,02/11/2012,-73.4009,-38.8166,WGS 84- UTM 18 S,42
Araucanía,Saavedra,Caída,Precipitaciones,15/07/2018,-73.401095,-38.815435,WGS 84- UTM 18 S,42
Araucanía,Saavedra,Caída,Precipitaciones,12/08/2019,-73.400808,-38.816443,WGS 84- UTM 18 S,42
Araucanía,Queule,Deslizamiento,Precipitaciones,05/08/2018,-73.207138,-39.397767,WGS 84- UTM 18 S,-
Araucanía,Queule,Deslizamiento,Precipitaciones,28/06/2018,-73.208769,-39.401648,WGS 84- UTM 18 S,-
Araucanía,Queule,Deslizamiento,Precipitaciones,25/06/2019,-73.211246,-39.9704,WGS 84- UTM 18 S,-
Araucanía,Queule,Deslizamiento,Precipitaciones,25/06/2019,-73.20886,-39.401731,WGS 84- UTM 18 S,-
Araucanía,Queule,Deslizamiento,Precipitaciones,25/06/2019,-73.209259,-39.401106,WGS 84- UTM 19 S,-
Los Ríos,Futrono,Flujo,Precipitaciones,28/08/2004,-72.241704,-40.179364,WGS 84- UTM 18 S,-
Los Ríos,Futrono,Flujo,Precipitaciones,28/05/2005,-72.325337,-40.078596,WGS 84- UTM 18 S,-
Los Ríos,Corral,Deslizamiento. Flujo,Precipitaciones,03/07/2005,-73.56355,-39.929281,WGS 84- UTM 18 S,-
Los Ríos,Los lagos,Deslizamiento,Precipitaciones,01/01/2009,-72.8271,-39.8567,WGS 84- UTM 18 S,60
Los Ríos,Los lagos,Deslizamiento,Precipitaciones,01/05/2009,-72.827056,-39.856709,WGS 84- UTM 18 S,60
Los Ríos,Los lagos,Deslizamiento,Precipitaciones,01/09/2009,-72.8271,-39.8567,WGS 84- UTM 18 S,60
Los Ríos,Los lagos,Deslizamiento,Precipitaciones,12/04/2011,-72.826661,-39.857017,WGS 84- UTM 18 S,57
Los Ríos,Panguipulli,Deslizamiento,Precipitaciones,18/08/2008,-72.494163,-39.745196,WGS 84- UTM 18 S,111
Los Ríos,Corral,Deslizamiento,Precipitaciones,19/05/2005,-73.515,-39.9166,WGS 84- UTM 18 S,-
Los Ríos,Corral,Deslizamiento,Precipitaciones,25/06/2005,-73.515,-39.9166,WGS 84- UTM 18 S,-
Los Ríos,Corral,Deslizamiento,Precipitaciones,03/07/2005,-73.515,-39.9166,WGS 84- UTM 18 S,-
Los Ríos,La Unión,Deslizamiento,Precipitaciones,25/04/2014,-73.0849,-40.3106,WGS 84- UTM 18 S,13
Los Ríos,Futrono,Flujo,Precipitaciones,28/08/2004,-72.230819,-40.168873,WGS 84- UTM 18 S,-
Los Ríos,Futrono,Flujo,Precipitaciones,28/08/2004,-72.231406,-40.164655,WGS 84- UTM 18 S,-
Los Ríos,Futrono,Flujo,Precipitaciones,28/08/2004,-72.235586,-40.160747,WGS 84- UTM 18 S,-
Los Ríos,Corral,Deslizamiento,Precipitaciones,16/05/2017,-73.428593,-39.886828,WGS 84- UTM 18 S,-
Los Ríos,Corral,Deslizamiento. Flujo,Precipitaciones,08/09/2017,-73.564129,-39.929873,WGS 84- UTM 18 S,-
Los Ríos,Río Bueno,Deslizamiento,Precipitaciones,22/08/2017,-72.960902,-40.340942,WGS 84- UTM 18 S,-
Los Ríos,Valdivia,Deslizamiento. Flujo,Precipitaciones,06/08/2018,-73.092488,-39.808533,WGS 84- UTM 18 S,-
Los Ríos,Valdivia,Caída,Precipitaciones,15/08/2018,-73.399732,-39.875162,WGS 84- UTM 18 S,-
Los Ríos,Corral,Deslizamiento,Precipitaciones,18/12/2019,-73.427078,-39.872788,WGS 84- UTM 18 S,-
Los Ríos,Lanco,Deslizamiento,Precipitaciones,21/07/2019,-72.793458,-39.43657,WGS 84- UTM 18 S,-
Los Ríos,Lanco,Deslizamiento,Precipitaciones,21/07/2019,-72.793434,-39.435789,WGS 84- UTM 18 S,-
Los Ríos,Lanco,Deslizamiento,Precipitaciones,21/07/2019,-72.792748,-39.435065,WGS 84- UTM 18 S,-
Los Ríos,Lanco,Deslizamiento,Precipitaciones,21/07/2019,-72.791887,-39.433701,WGS 84- UTM 18 S,-
Los Ríos,Lanco,Deslizamiento,Precipitaciones,21/07/2019,-72.790567,-39.432601,WGS 84- UTM 18 S,-
Los Ríos,San ignacio,Deslizamiento,Precipitaciones,17/06/2020,-73.399506,-39.839599,WGS 84- UTM 18 S,-
Los Ríos,Niebla,Deslizamiento,Precipitaciones,30/06/2020,-73.393673,-39.873258,WGS 84- UTM 18 S,-
Los Ríos,Niebla,Deslizamiento,Precipitaciones,30/06/2020,-73.400673,-39.838678,WGS 84- UTM 18 S,-
Los Ríos,Quiman,Deslizamiento. Flujo,Precipitaciones,11/07/2020,-72.328006,-40.123587,WGS 84- UTM 18 S,-
Los Ríos,Niebla,Deslizamiento,Precipitaciones,31/05/2021,-73.399314,-39.873053,WGS 84- UTM 18 S,-
Los Ríos,Niebla,Deslizamiento,Precipitaciones,21/05/2021,-73.364963,-39.863587,WGS 84- UTM 18 S,-
Los Ríos,Niebla,Deslizamiento,Precipitaciones,02/06/2021,-73.349661,-39.859613,WGS 84- UTM 18 S,-
Los Ríos,Panguipulli,Deslizamiento. Flujo,Precipitaciones,31/05/2021,-72.05264,-39.585103,WGS 84- UTM 18 S,-
Araucanía,Curarrehue,Deslizamiento,Precipitaciones,26/06/2018,-71.462072,-39.309911,WGS 84- UTM 19 S,-
Araucanía,Curarrehue,Deslizamiento,Precipitaciones,26/06/2018,-71.462671,-39.310132,WGS 84- UTM 19 S,-
Araucanía,Curarrehue,Deslizamiento,Precipitaciones,26/06/2018,-71.462191,-39.309989,WGS 84- UTM 19 S,
Los Ríos,Mehuin,Deslizamiento,Precipitaciones,15/09/2023,-73.214316,-39.214316,WGS 84- UTM 18 S,
Araucanía,Curarrehue,Flujo,Precipitaciones,28/05/2005,-71.5898,-39.3599,WGS 84/ UTM 19 S,424
Araucanía,Saavedra,Caída,Precipitaciones,02/11/2012,-73.401,-38.8161,WGS 84/ UTM 18 S,80
Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,01/06/2015,-72.6324,-38.7709,WGS 84/ UTM 18 S,102
Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,07/06/2015,-72.6324,-38.7709,WGS 84/ UTM 18 S,102
Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,01/06/2015,-72.5643,-38.7725,WGS 84/ UTM 18 S,135
Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,07/06/2015,-72.5643,-38.7725,WGS 84/ UTM 18 S,135
Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,01/06/2015,-72.5545,-38.7663,WGS 84/ UTM 18 S,141
Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,07/06/2015,-72.5545,-38.7663,WGS 84/ UTM 18 S,141
Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,01/06/2015,-72.553,-38.7652,WGS 84/ UTM 18 S,139
Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,01/06/2015,-72.5509,-38.7638,WGS 84/ UTM 18 S,135
Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,07/06/2015,-72.5509,-38.7638,WGS 84/ UTM 18 S,135
Araucanía,Collipulli,Deslizamiento,Precipitaciones,01/07/1970,-72.4374,-37.9639,WGS 84/ UTM 18 S,170
Araucanía,Collipulli,Deslizamiento,Precipitaciones,31/05/1971,-72.4374,-37.9639,WGS 84/ UTM 18 S,170
Los Ríos,Futrono,Flujo,Precipitaciones,28/08/2004,-72.2542,-40.1423,WGS 84/ UTM 18 S,-
Los Ríos,Futrono,Flujo,Precipitaciones,28/05/2005,-72.379,-40.1272,WGS 84/ UTM 18 S,-
Los Ríos,Corral,Deslizamiento,Precipitaciones,03/07/2005,-73.4868,-39.8973,WGS 84/ UTM 18 S,-
Los Ríos,Los lagos,Deslizamiento,Precipitaciones,01/01/2009,-72.8271,-39.8567,WGS 84/ UTM 18 S,60
Los Ríos,Los lagos,Deslizamiento,Precipitaciones,01/05/2009,-72.8271,-39.8567,WGS 84/ UTM 18 S,60
Los Ríos,Los lagos,Deslizamiento,Precipitaciones,01/09/2009,-72.8271,-39.8567,WGS 84/ UTM 18 S,60
Los Ríos,Los lagos,Deslizamiento,Precipitaciones,12/04/2011,-72.8267,-39.857,WGS 84/ UTM 18 S,57
Los Ríos,Panguipulli,Deslizamiento,Precipitaciones,18/08/2008,-72.4942,-39.7452,WGS 84/ UTM 18 S,111
Los Ríos,Corral,Deslizamiento,Precipitaciones,19/05/2005,-73.515,-39.9166,WGS 84/ UTM 18 S,-
Los Ríos,Corral,Deslizamiento,Precipitaciones,25/06/2005,-73.515,-39.9166,WGS 84/ UTM 18 S,-
Los Ríos,Corral,Deslizamiento,Precipitaciones,03/07/2005,-73.515,-39.9166,WGS 84/ UTM 18 S,-
Los Ríos,La Unión,Deslizamiento,Precipitaciones,25/04/2014,-73.0849,-40.3106,WGS 84/ UTM 18 S,13
Los Lagos,Castro,Flujo,Precipitaciones,07/03/2001,-73.7855,-42.4686,WGS 84/ UTM 18 S,-
Los Lagos,Castro,Flujo,Precipitaciones,09/03/2001,-73.7855,-42.4686,WGS 84/ UTM 18 S,-
Los Lagos,Chaitén,Deslizamiento,Precipitaciones,03/05/2002,-72.6983,-42.4087,WGS 84/ UTM 18 S,-
Los Lagos,Río Negro,Deslizamiento,Precipitaciones,09/08/2002,-73.7889,-40.7083,WGS 84/ UTM 18 S,6
Los Lagos,Osorno,Deslizamiento,Precipitaciones,22/08/2007,-73.6047,-40.575,WGS 84/ UTM 18 S,126
Los Lagos,Huilaihué,Deslizamiento,Precipitaciones,10/09/2007,-72.6482,-42.0099,WGS 84/ UTM 18 S,4
Los Lagos,Calbuco,Deslizamiento,Precipitaciones,18/05/2008,-73.136,-41.7693,WGS 84/ UTM 18 S,-
Los Lagos,Calbuco,Deslizamiento,Precipitaciones,19/05/2008,-73.1317,-41.7676,WGS 84/ UTM 18 S,-
Los Lagos,Calbuco,Deslizamiento,Precipitaciones,20/05/2008,-73.1275,-41.7636,WGS 84/ UTM 18 S,-
Los Lagos,Calbuco,Deslizamiento,Precipitaciones,21/05/2008,-73.1365,-41.7657,WGS 84/ UTM 18 S,-
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,19/04/2010,-72.9516,-41.4679,WGS 84/ UTM 18 S,56
Los Lagos,Chaitén,Deslizamiento,Precipitaciones,02/09/2011,-72.323,-43.3966,WGS 84/ UTM 18 S,-
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,23/05/2013,-72.8086,-41.4982,WGS 84/ UTM 18 S,30
Los Lagos,Frutillar,Flujo,Precipitaciones,02/06/2014,-73.029,-41.1379,WGS 84/ UTM 18 S,62
Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,01/06/2014,-73.7177,-40.5453,WGS 84/ UTM 18 S,22
Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,02/06/2014,-73.7177,-40.5453,WGS 84/ UTM 18 S,22
Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,01/06/2014,-73.7447,-40.6048,WGS 84/ UTM 18 S,18
Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,02/06/2014,-73.7447,-40.6048,WGS 84/ UTM 18 S,18
Los Lagos,Ancud,Deslizamiento,Precipitaciones,04/05/2002,-73.9255,-42.0363,WGS 84/ UTM 18 S,68
Los Lagos,Puerto Varas,Deslizamiento,Precipitaciones,08/05/2013,-72.9766,-41.3213,WGS 84/ UTM 18 S,64
Los Lagos,Puerto Varas,Flujo,Precipitaciones,02/07/2013,-72.4016,-41.1432,WGS 84/ UTM 18 S,264
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/07/2013,-72.9522,-41.4692,WGS 84/ UTM 18 S,59
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,04/06/2014,-72.8129,-41.4923,WGS 84/ UTM 18 S,29
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,04/06/2014,-72.9988,-41.5076,WGS 84/ UTM 18 S,22
Los Lagos,Puerto Montt,Flujo,Precipitaciones,04/06/2014,-72.9988,-41.5076,WGS 84/ UTM 18 S,22
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,04/06/2014,-73.0444,-41.5226,WGS 84/ UTM 18 S,-
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-72.963,-41.4811,WGS 84/ UTM 18 S,83
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-72.963,-41.4811,WGS 84/ UTM 18 S,83
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-72.9521,-41.4678,WGS 84/ UTM 18 S,69
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-72.9521,-41.4678,WGS 84/ UTM 18 S,69
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-73.14,-41.753,WGS 84/ UTM 18 S,67
Los Lagos,Calbuco,Flujo,Precipitaciones,02/06/2014,-73.1294,-41.7633,WGS 84/ UTM 18 S,28
Los Lagos,Calbuco,Deslizamiento,Precipitaciones,02/06/2014,-73.1359,-41.7655,WGS 84/ UTM 18 S,16
Los Lagos,Calbuco,Deslizamiento,Precipitaciones,02/06/2014,-73.1361,-41.7658,WGS 84/ UTM 18 S,15
Los Lagos,Calbuco,Deslizamiento,Precipitaciones,02/06/2014,-73.133,-41.7677,WGS 84/ UTM 18 S,20
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-73.0475,-41.527,WGS 84/ UTM 18 S,16
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-73.0475,-41.527,WGS 84/ UTM 18 S,16
Los Lagos,Quemchi,Deslizamiento,Precipitaciones,25/07/2015,-73.5039,-42.1428,WGS 84/ UTM 18 S,112
Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,19/07/2015,-73.7358,-40.592,WGS 84/ UTM 18 S,43
Los Lagos,Los Muermos,Deslizamiento,Precipitaciones,29/08/2015,-73.8351,-41.395,WGS 84/ UTM 18 S,
Los Lagos,Los Muermos,Deslizamiento,Precipitaciones,31/08/2015,-73.8351,-41.395,WGS 84/ UTM 18 S,
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,17/01/2014,-72.8994,-41.484,WGS 84/ UTM 18 S,35
Los Lagos,Puerto Varas,Deslizamiento,Precipitaciones,02/06/2015,-72.4135,-41.3659,SIRGAS/ UTM 19 S,1195
Araucanía,Saavedra,Caída,Precipitaciones,02/11/2012,-73.4009,-38.8166,WGS 84/ UTM 18 S,42
Araucanía,Saavedra,Caída,Precipitaciones,15/7/2018,-73.401,-38.8161,WGS 84/ UTM 18 S,42
Araucanía,Saavedra,Caída,Precipitaciones,12/8/2019,-73.401,-38.8161,WGS 84/ UTM 18 S,42
Los Ríos,Valdivia,Caída,Precipitaciones,15/08/2018,-73.39973,-39.875162,WGS 84/ UTM 18 S,
Los Lagos,Valle Frío,Deslizamiento,Precipitaciones,30/08/2011,-72.322984,-43.396627,WGS 84/ UTM 18 S,
Los Lagos,Valle Frío,Deslizamiento,Precipitaciones,30/08/2011,-72.322984,-43.396627,WGS 84/ UTM 18 S,
Los Lagos,Frutillar,Flujo,Precipitaciones,02/06/2014,-73.02897,-41.137938,WGS 84/ UTM 18 S,
Los Lagos,Ensenada,"Deslizamient, Flujo",Precipitaciones,02/06/2015,-72.436558,-41.366184,WGS 84/ UTM 18 S,
Los Lagos,Bahia Mansa,Deslizamiento,Precipitaciones,19/07/2015,-73.735792,-40.592047,WGS 84/ UTM 18 S,
Los Lagos,Puerto Varas,Deslizamiento,Precipitaciones,15/06/2017,-72.99319,-41.339999,WGS 84/ UTM 18 S,
Los Lagos,Osorno,Deslizamiento,Precipitaciones,15/06/2017,-73.106865,-40.568037,WGS 84/ UTM 18 S,
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,15/06/2017,-72.962965,-41.468275,WGS 84/ UTM 18 S,
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,15/06/2017,-72.952511,-41.466,WGS 84/ UTM 18 S,
Los Lagos,Castro,"Deslizamiento, Flujo",Precipitaciones,15/06/2017,-73.775917,-42.465589,WGS 84/ UTM 18 S,
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,23/06/2017,-72.978264,-41.495016,WGS 84/ UTM 18 S,
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,23/06/2017,-72.978264,-41.495016,WGS 84/ UTM 18 S,
Los Lagos,Quemchi,Deslizamiento,Precipitaciones,26/06/2017,-73.478088,-42.144537,WGS 84/ UTM 18 S,
Los Lagos,Santa Lucía,"Deslizamiento, Flujo",Precipitaciones,16/12/2017,-72.425117,-43.362958,WGS 84/ UTM 18 S,
Los Lagos,Santa Lucía,Flujo,Precipitaciones,16/12/2017,-72.372221,-43.383318,WGS 84/ UTM 18 S,
Los Lagos,Santa Lucía,Flujo,Precipitaciones,16/12/2017,-72.367722,-43.410245,WGS 84/ UTM 18 S,
Araucanía,Curarrehue,Flujo,Precipitaciones,28/05/2005,-71.591728,-39.3599,WGS 84/ UTM 19 S,424
Araucanía,Saavedra,Caída,Precipitaciones,02/11/2012,-73.401,-38.8161,WGS 84/ UTM 18 S,80
Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,01/06/2015,-72.632492,-38.770995,WGS 84/ UTM 18 S,102
